flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
,Starship SN15 | 10 km Flight,2021-05-05T22:24:00Z,True,Launch Successful,Starship Prototype,Test Flight,Suborbital,Suborbital Pad A,"SpaceX Starbase, TX, USA","The SN15 Starship prototype will perform a test flight similar to SN8 to SN11. It will launch up to an altitude of 10 km or 33,000 ft and do a belly flop maneuver followed by a controlled descent to the landing pad.",,
6078,Falcon 9 Block 5 | Starlink 27,2021-05-09T06:42:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 60 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6080,Falcon 9 Block 5 | Starlink 26,2021-05-15T22:56:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 52 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system. Two rideshare satellites are also on this flight: a Capella radar observation spacecraft and a small payload from the California-based smallsat manufacturer Tyvak.,,
6083,Falcon 9 Block 5 | Starlink 28,2021-05-26T18:59:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 60 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6087,Falcon 9 Block 5 | Dragon CRS-2 SpX-22,2021-06-03T17:29:15Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","SpaceX will launch the second cargo variant of its Dragon 2 spacecraft on their 22nd commercial resupply services mission to the International Space Station. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Dragon will be filled with supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6088,Falcon 9 Block 5 | Sirius SXM-8,2021-06-06T04:26:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","SXM-8 is a large high power broadcasting satellite for SiriusXM's digital audio radio service (DARS). Space Systems/Loral (SS/L) got in July 2016 the contract to build the two satellites based on their SSL-1300 bus - SXM-7 and SXM-8. Satellite design operates in the S-band spectrum. Each satellite will generate more than 20-kW of power and will have a large unfurlable antenna reflector, which enables broadcast to radios without the need for large dish-type antennas on the ground. SXM-8 is meant to replace the XM-4 satellite. SXM-7 was meant to replace the XM-3, but suffered a failure in orbit 6 weeks after its launch.",,
6094,Falcon 9 Block 5 | GPS III SV05,2021-06-17T16:09:35Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","GPS-IIIA (Global Positioning System) is the first evolution stage of the third generation of the GPS satellites. It consists of the first ten (known as ""tranche"") of GPS III satellites.",,
6099,Falcon 9 Block 5 | Transporter 2 (Dedicated SSO Rideshare),2021-06-30T19:31:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Transporter 2 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6121,Falcon 9 Block 5 | Dragon CRS-2 SpX-23,2021-08-29T07:14:49Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","SpaceX will launch the cargo variant of its Dragon 2 spacecraft on their 23rd commercial resupply services mission to the International Space Station. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Dragon will be filled with supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6126,Falcon 9 Block 5 | Starlink Group 2-1,2021-09-14T03:55:50Z,True,Launch Successful,Falcon 9,Communications,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 51 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6128,Falcon 9 Block 5 | Inspiration4,2021-09-16T00:02:56Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Inspiration4 is the world’s first all-commercial astronaut mission to orbit. Jared Isaacman, founder and CEO of Shift4 Payments, is donating the three seats alongside him aboard Dragon to individuals from the general public - Medical Officer Hayley Arceneaux, a physician assistant at St. Jude Children’s Research Hospital and pediatric cancer survivor; Mission Specialist Chris Sembroski, an Air Force veteran and aerospace data engineer; and Mission Pilot Dr. Sian Proctor, a geoscientist, entrepreneur, and trained pilot. The Inspiration4 crew received commercial astronaut training by SpaceX on the Falcon 9 launch vehicle and Dragon spacecraft, orbital mechanics, operating in microgravity, zero gravity, and other forms of stress testing. They will go through emergency preparedness training, spacesuit and spacecraft ingress and egress exercises, as well as partial and full mission simulations. The Crew Dragon spacecraft will remain in a 575 km high orbit for three days before reentering Earth's atmosphere for a soft water landing off the coast of Florida. During their multi-day journey in orbit, the Inspiration4 crew will conduct scientific research designed to advance human health on Earth and during future long-duration spaceflights. For this mission, Crew Dragon is configured to feature an observation dome in place of docking port to provide views to the crew.",,
6148,Falcon 9 Block 5 | Crew-3,2021-11-11T02:03:31Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-3 is the third crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6149,Falcon 9 Block 5 | Starlink Group 4-1,2021-11-13T12:18:56Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6155,Falcon 9 Block 5 | Double Asteroid Redirection Test (DART),2021-11-24T06:21:02Z,True,Launch Successful,Falcon 9,Robotic Exploration,Heliocentric N/A,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Double Asteroid Redirection Test (DART) mission is the first-ever mission to demonstrate the capability to deflect an asteroid by colliding a spacecraft with it at high speed, a technique known as a kinetic impactor. DART is a planetary defense-driven test of one of the technologies for preventing the Earth impact of a hazardous asteroid: the kinetic impactor. DART's primary objective is to demonstrate a kinetic impact on a small asteroid. The binary near-Earth asteroid (65803) Didymos is the target for DART. While Didymos' primary body is approximately 800 meters across, its secondary body has a 150-meter size, which is more typical of the size of asteroids that could pose a more common hazard to Earth. The DART spacecraft will achieve the kinetic impact by deliberately crashing itself into the moonlet at a speed of approximately 6 km/s, with the aid of an onboard camera and sophisticated autonomous navigation software. The collision will change the speed of the moonlet in its orbit around the main body by a fraction of one percent, enough to be measured using telescopes on Earth.",,
6160,Falcon 9 Block 5 | Starlink Group 4-3,2021-12-02T23:12:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 48 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system - as well as 2 BlackSky Earth observation satellites as rideshare payloads.,,
6166,Falcon 9 Block 5 | X-Ray Polarimetry Explorer (IXPE),2021-12-09T06:00:00Z,True,Launch Successful,Falcon 9,Astrophysics,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","Imaging X-ray Polarimetry Explorer (IXPE) is a space observatory tasked with measuring the polarization of cosmic X-rays. This data will help to learn more about objects that emit these X-rays, such as black holes and neutron stars.",,
6171,Falcon 9 Block 5 | Starlink Group 4-4,2021-12-18T12:41:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 52 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6172,Falcon 9 Block 5 | Türksat 5B,2021-12-19T03:58:39Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Türksat 5B is a geostationary communications satellite. It is tasked with providing broadband telecommunication services to customers across Turkey, the Middle East and large regions of Africa.",,
6173,Falcon 9 Block 5 | Dragon CRS-2 SpX-24,2021-12-21T10:07:08Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","24th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6183,Falcon 9 Block 5 | Starlink Group 4-5,2022-01-06T21:49:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 49 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6184,Falcon 9 Block 5 | Transporter 3 (Dedicated SSO Rideshare),2022-01-13T15:25:39Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Transporter 3 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6187,Falcon 9 Block 5 | Starlink Group 4-6,2022-01-19T02:02:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 49 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6190,Falcon 9 Block 5 | CSG-2,2022-01-31T23:11:14Z,True,Launch Successful,Falcon 9,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","CSG-2 is an Earth observation satellite for the Italian Space Agency, part of a reconnaissance constellation using synthetic aperture radars operating in the X-band.",,
6191,Falcon 9 Block 5 | NROL-87,2022-02-02T20:27:26Z,True,Launch Successful,Falcon 9,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Classified payload for the U.S. National Reconnaissance Office.,,
6192,Falcon 9 Block 5 | Starlink Group 4-7,2022-02-03T18:13:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 49 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6199,Falcon 9 Block 5 | Starlink Group 4-8,2022-02-21T14:44:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 46 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6200,Falcon 9 Block 5 | Starlink Group 4-11,2022-02-25T17:12:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 50 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6205,Falcon 9 Block 5 | Starlink Group 4-9,2022-03-03T14:25:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 47 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6208,Falcon 9 Block 5 | Starlink Group 4-10,2022-03-09T13:45:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 48 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6212,Falcon 9 Block 5 | Starlink Group 4-12,2022-03-19T04:42:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6216,Falcon 9 Block 5 | Transporter 4 (Dedicated SSO Rideshare),2022-04-01T16:24:17Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Transporter 4 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6220,Falcon 9 Block 5 | Axiom Space Mission 1,2022-04-08T15:17:11Z,True,Launch Successful,Falcon 9,Tourism,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",This is a Crew Dragon flight for a private company Axiom Space. The mission will carry a commander professionally trained by Axiom alongside three private astronauts to and from the International Space Station. This crew will stay aboard space station for at least eight days.,,
6223,Falcon 9 Block 5 | NROL-85,2022-04-17T13:13:12Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Classified payload for the US National Reconnaissance Office.,,
6224,Falcon 9 Block 5 | Starlink Group 4-14,2022-04-21T17:51:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6225,Falcon 9 Block 5 | Crew-4,2022-04-27T07:52:55Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-4 is the fourth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6228,Falcon 9 Block 5 | Starlink Group 4-16,2022-04-29T21:27:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6232,Falcon 9 Block 5 | Starlink Group 4-17,2022-05-06T09:42:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6235,Falcon 9 Block 5 | Starlink Group 4-13,2022-05-13T22:07:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6236,Falcon 9 Block 5 | Starlink Group 4-15,2022-05-14T20:40:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6237,Falcon 9 Block 5 | Starlink Group 4-18,2022-05-18T10:59:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6241,Falcon 9 Block 5 | Transporter 5 (Dedicated SSO Rideshare),2022-05-25T18:35:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Transporter 5 mission is a dedicated rideshare flight to a sun-synchronous orbit with 59 cubeSats, microsats, non-deploying hosted payloads, and orbital transfer vehicles for commercial and government customers.",,
6245,Falcon 9 Block 5 | Nilesat-301,2022-06-08T21:04:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Nilesat 301, to be launched into Nilesat's 7 ° West slot, is built by Thales Alenia Space on the Spacebus-4000B2 platform and is expected to weigh 4100 kilograms at launch. It will provide digital broadband and internet connectivity services for the Egyptian operator Nilesat.",,
