flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
,Starship | Integrated Flight Test 4,2024-06-06T12:50:00Z,True,Launch Successful,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Fourth test flight of the two-stage Starship launch vehicle.,,
6703,Falcon 9 Block 5 | Starlink Group 10-1,2024-06-08T01:56:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6704,Falcon 9 Block 5 | Starlink Group 8-8,2024-06-08T12:58:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6705,Falcon 9 Block 5 | Starlink Group 9-1,2024-06-19T03:40:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6707,Falcon 9 Block 5 | Astra 1P/SES-24,2024-06-20T21:35:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","ASTRA 1P, a classic wide-beam satellite, will support SES’s prime TV neighbourhood and enable content owners, private and public broadcasters across Germany, France and Spain to continue broadcasting satellite TV channels in the highest-picture quality in the most cost-efficient manner. It will be based on the full electric and powerful Spacebus NEO platform developed by Thales Alenia Space and already flight proven in orbit.",,
6709,Falcon 9 Block 5 | Starlink Group 10-2,2024-06-23T17:15:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6710,Falcon 9 Block 5 | Starlink Group 9-2,2024-06-24T03:47:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6711,Falcon Heavy | GOES-U,2024-06-25T21:26:00Z,True,Launch Successful,Falcon Heavy,Earth Science,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","The Geostationary Operational Environmental Satellite-U (GOES-U) is the fourth of the next generation of geostationary weather satellites, known as the GOES-R series. The four satellites of the series provide advanced imaging with increased spatial resolution and faster coverage for more accurate forecasts, real-time mapping of lightning activity, and improved monitoring of solar activity. Once GOES-U reaches orbit, it will be renamed GOES-19.",,
6712,Falcon 9 Block 5 | Starlink Group 10-3,2024-06-27T11:14:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6713,Falcon 9 Block 5 | NROL-186,2024-06-29T03:14:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Second batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6716,Falcon 9 Block 5 | Starlink Group 8-9,2024-07-03T08:55:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6719,Falcon 9 Block 5 | Türksat 6A,2024-07-08T23:30:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Türksat 6A is Turkey's first domestically manufactured geostationary communications satellite. It is to reside in 42° East orbital slot, providing services to customers in Turkey, as well as in Europe, Northern coast of Africa, Middle East, India and Indonesia.",,
6722,Falcon 9 Block 5 | Starlink Group 9-3,2024-07-12T02:35:00Z,False,Launch Failure,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6724,Falcon 9 Block 5 | Starlink Group 10-9,2024-07-27T05:45:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6725,Falcon 9 Block 5 | Starlink Group 10-4,2024-07-28T05:09:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6726,Falcon 9 Block 5 | Starlink Group 9-4,2024-07-28T09:22:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6729,Falcon 9 Block 5 | Starlink Group 10-6,2024-08-02T05:01:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6731,Falcon 9 Block 5 | Starlink Group 11-1,2024-08-04T07:24:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6732,Falcon 9 Block 5 | Cygnus CRS-2 NG-21 (S.S. Francis R. “Dick” Scobee),2024-08-04T15:02:53Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",This is the 21st flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 20th flight to the International Space Station under the Commercial Resupply Services contract with NASA.,,
6734,Falcon 9 Block 5 | Starlink Group 8-3,2024-08-10T12:50:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6736,Falcon 9 Block 5 | Arctic Satellite Broadband Mission (ASBM),2024-08-12T02:02:00Z,True,Launch Successful,Falcon 9,Communications,Elliptical Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","ASBM (Arctic Satellite Broadband Mission) 1 & 2 are two twin satellites built by Northrop Grumman for Space Norway, in cooperation with Inmarsat and the Norwegian Ministry of Defence. They are designed to bring mobile broadband coverage in the Arctic for both civilians and military. The US Air Force provides the Extremely High Frequency eXtended Data Rate payloads on ASBM satellites as part of the Enhanced Polar System Recapitalization (EPS-R) program.",,
6737,Falcon 9 Block 5 | Starlink Group 10-7,2024-08-12T10:37:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6739,Falcon 9 Block 5 | WorldView Legion 3 & 4,2024-08-15T13:00:00Z,True,Launch Successful,Falcon 9,Earth Science,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","WorldView Legion is a constellation of Earth observation satellites built and operated by Maxar. Constellation is planned to consist of 6 satellites in both polar and mid-inclination orbits, providing 30 cm-class resolution.",,
6742,Falcon 9 Block 5 | Transporter 11 (Dedicated SSO Rideshare),2024-08-16T18:56:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6743,Falcon 9 Block 5 | Starlink Group 10-5,2024-08-20T13:20:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6745,Falcon 9 Block 5 | Starlink Group 8-6,2024-08-28T07:48:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6747,Falcon 9 Block 5 | Starlink Group 8-10,2024-08-31T07:43:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6748,Falcon 9 Block 5 | Starlink Group 9-5,2024-08-31T08:48:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6751,Falcon 9 Block 5 | Starlink Group 8-11,2024-09-05T15:33:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6753,Falcon 9 Block 5 | NROL-113,2024-09-06T03:20:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Third batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6754,Falcon 9 Block 5 | Polaris Dawn,2024-09-10T09:23:49Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","First mission of the privately funded Polaris program. The goal of this mission, lasting up to five days in orbit, is to fly higher than previous Dragon missions, perform the first-ever commercial EVA with SpaceX-designed spacesuits, orbit through portions of the Van Allen radiation belt, conduct medical research, and test laser-based Starlink communications in space.",,
6756,Falcon 9 Block 5 | BlueBird Block 1,2024-09-12T08:52:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",First five satellites for SpaceMobile’s cellphone-compatible broadband constellation.,,
6757,Falcon 9 Block 5 | Starlink Group 9-6,2024-09-13T01:45:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6760,Falcon 9 Block 5 | Galileo L13 (FOC FM26 & FM32),2024-09-17T22:50:49Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Two satellites for Europe's Galileo navigation system. Originally planned for launch on Soyuz-ST and then Ariane 6 but both were unavailable. Galileo provides Europe with an alternative to the American GPS and Russian GLONASS constellations, but will be interoperable with both systems.",,
6764,Falcon 9 Block 5 | Starlink Group 9-17,2024-09-20T13:50:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6768,Falcon 9 Block 5 | Starlink Group 9-8,2024-09-25T04:01:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6771,Falcon 9 Block 5 | Crew-9,2024-09-28T17:17:21Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",SpaceX Crew-9 is the ninth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6773,Falcon 9 Block 5 | Hera,2024-10-07T14:52:11Z,True,Launch Successful,Falcon 9,Robotic Exploration,Asteroid,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Hera is a space mission in development at the European Space Agency in its Space Safety program. Its primary objective is to study the Didymos binary asteroid system that was impacted by DART and contribute to validation of the kinetic impact method to deviate a near-Earth asteroid in a colliding trajectory with Earth. It will measure the size and the morphology of the crater created by and momentum transferred by an artificial projectile impacting an asteroid, which will allow measuring the efficiency of the deflection produced by the impact. It will also analyze the expanding debris cloud caused by the impact.",,
,Starship | Integrated Flight Test 5,2024-10-13T12:25:00Z,True,Launch Successful,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Fifth test flight of the two-stage Starship launch vehicle.,,
6775,Falcon Heavy | Europa Clipper,2024-10-14T16:06:00Z,True,Launch Successful,Falcon Heavy,Planetary Science,Heliocentric N/A,Launch Complex 39A,"Kennedy Space Center, FL, USA","Europa Clipper is the first dedicated mission to study Jupiter's moon Europa. Mission is developed by NASA and comprises of an orbiter spacecraft, which, while in orbit around Jupiter, will perform numerous flybys over Europa. Europa Clipper payload suit included high-resolution cameras and spectrometers for imaging Europa's surface and thin atmosphere, an ice-penetrating radar to search for subsurface water, and a magnetometer and gravity measurements to measure the moon's magnetic field and unlock clues about its ocean and deep interior.",,
6776,Falcon 9 Block 5 | Starlink Group 10-10,2024-10-15T06:10:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6777,Falcon 9 Block 5 | Starlink Group 9-7,2024-10-15T08:21:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6780,Falcon 9 Block 5 | Starlink Group 8-19,2024-10-18T23:31:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6781,Falcon 9 Block 5 | OneWeb 20,2024-10-20T05:13:00Z,True,Launch Successful,Falcon 9,Communications,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","A batch of 20 satellites for the OneWeb satellite constellation, which is intended to provide global Internet broadband service for individual consumers. The constellation is planned to have around 648 microsatellites (of which 60 are spares), around 150 kg each, operating in Ku-band from low Earth orbit.",,
6784,Falcon 9 Block 5 | Starlink Group 6-61,2024-10-23T21:47:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6785,Falcon 9 Block 5 | NROL-167,2024-10-24T17:14:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Fourth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6786,Falcon 9 Block 5 | Starlink Group 10-8,2024-10-26T21:47:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6788,Falcon 9 Block 5 | Starlink Group 9-9,2024-10-30T12:07:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6789,Falcon 9 Block 5 | Starlink Group 10-13,2024-10-30T21:10:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6793,Falcon 9 Block 5 | Dragon CRS-2 SpX-31,2024-11-05T02:29:31Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","31st commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA. Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",,
6795,Falcon 9 Block 5 | Starlink Group 6-77,2024-11-07T20:19:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6797,Falcon 9 Block 5 | Starlink Group 9-10,2024-11-09T06:14:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6799,Falcon 9 Block 5 | Koreasat 6A,2024-11-11T17:22:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","The Koreasat 6A spacecraft, built by Thales Alenia Space, will have 20 transponders for fixed satellite services and six for TV broadcasting to replace the Koreasat 6 launched in 2010. Koreasat 6A will be based on the manufacturer’s Spacebus 4000B2 platform and is expected to weigh about 3.5 metric tons at launch. It will be designed to operate for at least 15 years.",,
6800,Falcon 9 Block 5 | Starlink Group 6-69,2024-11-11T21:28:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6802,Falcon 9 Block 5 | Starlink Group 9-11,2024-11-14T05:23:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6803,Falcon 9 Block 5 | Starlink Group 6-68,2024-11-14T13:21:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6805,Falcon 9 Block 5 | Optus-X/TD7,2024-11-17T22:28:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","An unannounced geostationary communication satellite built by Northrop Grumman, alleged for the Australian telecommunications operator Optus. Details TBD.",,
6806,Falcon 9 Block 5 | Starlink Group 9-12,2024-11-18T05:53:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6807,Falcon 9 Block 5 | GSAT-20 (GSAT-N2),2024-11-18T18:31:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",GSAT-20 is an Indian geostationary Ka-band high-throughput communications satellite. GSAT 20 is reportedly built on the I-6K unified modular bus and features a Ka-band high-throughput communications payload with 70 Gbps throughput utilizing multiple spot beams providing broadband services across the Indian region. It will be the first fully Electric Propulsion/EP enabled satellite which can be five to six times more efficient than chemical-based propulsion. It will be the first ISRO made satellite to move from Geostationary transfer orbit to Geosynchronous orbit using Electric Propulsion.,,
,Starship | Integrated Flight Test 6,2024-11-19T22:00:00Z,True,Launch Successful,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Sixth test flight of the two-stage Starship launch vehicle.,,
6809,Falcon 9 Block 5 | Starlink Group 6-66,2024-11-21T16:07:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6810,Falcon 9 Block 5 | Starlink Group 9-13,2024-11-24T05:25:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6813,Falcon 9 Block 5 | Starlink Group 12-1,2024-11-25T10:02:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6815,Falcon 9 Block 5 | Starlink Group 6-76,2024-11-27T04:41:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6817,Falcon 9 Block 5 | Starlink Group 6-65,2024-11-30T05:00:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6818,Falcon 9 Block 5 | NROL-126,2024-11-30T08:10:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Fifth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities. 20 of the 22 satellites launched are actually civilian use Starlink satellites.,,
6822,Falcon 9 Block 5 | Starlink Group 6-70,2024-12-04T10:13:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6824,Falcon 9 Block 5 | Starlink Group 9-14,2024-12-05T03:05:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6827,Falcon 9 Block 5 | Sirius SXM-9,2024-12-05T16:10:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","SXM-9 is the 10th high-powered, digital, audio radio satellite built by Maxar (SSL) for SiriusXM. The SXM-9 satellite will be based on Maxar’s proven 1300-class platform and built at the company’s manufacturing facility in Palo Alto, California. It is expected that SXM-9 will launch in 2024. SXM-9 has a large, mesh, unfurlable reflector almost 10 meters in diameter that allows SiriusXM programming to reach its radios, including those in moving vehicles.",,
6830,Falcon 9 Block 5 | Starlink Group 12-5,2024-12-08T05:12:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6832,Falcon 9 Block 5 | Starlink Group 11-2,2024-12-13T21:55:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6835,Falcon 9 Block 5 | GPS III SV07 (RRT-1),2024-12-17T00:52:00Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","GPS-III (Global Positioning System) is the first evolution stage of the third generation of the GPS satellites. It consists of the first ten (known as ""tranche"") of GPS III satellites. This spacecraft was original contracted to launch on United Launch Alliance's Vulcan rocket, and was reassigned to Falcon 9 following uncertainties in Vulcan's readiness to launch. As a result it was re-manifested within 6 months of launch under the name Rapid Response Trailblazer-1 (RRT-1). GPS III SV10, originally planned to launch on Falcon 9, will now launch on Vulcan instead.",,
6836,Falcon 9 Block 5 | NROL-149,2024-12-17T13:19:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Sixth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
6837,Falcon 9 Block 5 | O3b mPower 7 & 8,2024-12-17T22:26:00Z,True,Launch Successful,Falcon 9,Communications,Medium Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",Seventh and eighth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,,
6841,Falcon 9 Block 5 | Bandwagon 2 (Dedicated Mid-Inclination Rideshare),2024-12-21T11:34:24Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers. Payloads include the South Korean government's 425 Project Flight 3.,,
6843,Falcon 9 Block 5 | Starlink Group 12-2,2024-12-23T05:35:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6846,Falcon 9 Block 5 | Starlink Group 11-3,2024-12-29T01:58:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6847,Falcon 9 Block 5 | Astranis: From One to Many (4x Astranis MicroGEO),2024-12-29T05:00:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Four Astranis MicroGEO communications satellite to be inserted in a custom geostationary orbit, from where they conduct on-orbit maneuvers to reach their individual slots.",,
6849,Falcon 9 Block 5 | Starlink Group 12-6,2024-12-31T05:39:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6850,Falcon 9 Block 5 | Thuraya 4-NGS,2025-01-04T01:27:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","Thuraya 4-NGS is a communication satellite being built by Airbus Defense and Space for the UAE based Yahsat. Based on the all-electric Airbus Eurostar-Neo Platform, Thuraya 4-NGS will incorporate a large 12-meter L-band antenna and a payload with on-board processing providing advanced routing flexibility of up to 3200 channels with dynamic power allocation over a large number of spot beams.",,
6852,Falcon 9 Block 5 | Starlink Group 6-71,2025-01-06T20:43:59Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6853,Falcon 9 Block 5 | Starlink Group 12-11,2025-01-08T15:27:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
